# Auto-generated by emojicon.py using CLDR v45
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;cara sonriendo;cara|cara sonriendo|divertido|feliz|sonrisa
👨‍🦽‍➡️;hombre en silla de ruedas manual hacia la derecha;accesibilidad|hombre|hombre en silla de ruedas manual|hombre en silla de ruedas manual hacia la derecha|silla de ruedas
	👨🏻‍🦽‍➡️;hombre en silla de ruedas manual hacia la derecha;accesibilidad|hombre|hombre en silla de ruedas manual|hombre en silla de ruedas manual hacia la derecha|silla de ruedas
	👨🏼‍🦽‍➡️;hombre en silla de ruedas manual hacia la derecha;accesibilidad|hombre|hombre en silla de ruedas manual|hombre en silla de ruedas manual hacia la derecha|silla de ruedas
	👨🏽‍🦽‍➡️;hombre en silla de ruedas manual hacia la derecha;accesibilidad|hombre|hombre en silla de ruedas manual|hombre en silla de ruedas manual hacia la derecha|silla de ruedas
	👨🏾‍🦽‍➡️;hombre en silla de ruedas manual hacia la derecha;accesibilidad|hombre|hombre en silla de ruedas manual|hombre en silla de ruedas manual hacia la derecha|silla de ruedas
	👨🏿‍🦽‍➡️;hombre en silla de ruedas manual hacia la derecha;accesibilidad|hombre|hombre en silla de ruedas manual|hombre en silla de ruedas manual hacia la derecha|silla de ruedas
👩‍🦽;mujer en silla de ruedas manual;accesibilidad|mujer|mujer en silla de ruedas manual|silla de ruedas
	👩🏻‍🦽;mujer en silla de ruedas manual: tono de piel claro;accesibilidad|mujer|mujer en silla de ruedas manual|mujer en silla de ruedas manual: tono de piel claro|silla de ruedas|tono de piel claro
	👩🏼‍🦽;mujer en silla de ruedas manual: tono de piel claro medio;accesibilidad|mujer|mujer en silla de ruedas manual|mujer en silla de ruedas manual: tono de piel claro medio|silla de ruedas|tono de piel claro medio
	👩🏽‍🦽;mujer en silla de ruedas manual: tono de piel medio;accesibilidad|mujer|mujer en silla de ruedas manual|mujer en silla de ruedas manual: tono de piel medio|silla de ruedas|tono de piel medio
	👩🏾‍🦽;mujer en silla de ruedas manual: tono de piel oscuro medio;accesibilidad|mujer|mujer en silla de ruedas manual|mujer en silla de ruedas manual: tono de piel oscuro medio|silla de ruedas|tono de piel oscuro medio
	👩🏿‍🦽;mujer en silla de ruedas manual: tono de piel oscuro;accesibilidad|mujer|mujer en silla de ruedas manual|mujer en silla de ruedas manual: tono de piel oscuro|silla de ruedas|tono de piel oscuro
👩‍🦽‍➡️;mujer en silla de ruedas manual hacia la derecha;accesibilidad|mujer|mujer en silla de ruedas manual|mujer en silla de ruedas manual hacia la derecha|silla de ruedas
	👩🏻‍🦽‍➡️;mujer en silla de ruedas manual hacia la derecha;accesibilidad|mujer|mujer en silla de ruedas manual|mujer en silla de ruedas manual hacia la derecha|silla de ruedas
	👩🏼‍🦽‍➡️;mujer en silla de ruedas manual hacia la derecha;accesibilidad|mujer|mujer en silla de ruedas manual|mujer en silla de ruedas manual hacia la derecha|silla de ruedas
	👩🏽‍🦽‍➡️;mujer en silla de ruedas manual hacia la derecha;accesibilidad|mujer|mujer en silla de ruedas manual|mujer en silla de ruedas manual hacia la derecha|silla de ruedas
	👩🏾‍🦽‍➡️;mujer en silla de ruedas manual hacia la derecha;accesibilidad|mujer|mujer en silla de ruedas manual|mujer en silla de ruedas manual hacia la derecha|silla de ruedas
	👩🏿‍🦽‍➡️;mujer en silla de ruedas manual hacia la derecha;accesibilidad|mujer|mujer en silla de ruedas manual|mujer en silla de ruedas manual hacia la derecha|silla de ruedas
🏃;persona corriendo;carrera|deporte|maratón|persona corriendo
	🏃🏻;persona corriendo: tono de piel claro;carrera|deporte|maratón|persona corriendo|persona corriendo: tono de piel claro|tono de piel claro
	🏃🏼;persona corriendo: tono de piel claro medio;carrera|deporte|maratón|persona corriendo|persona corriendo: tono de piel claro medio|tono de piel claro medio
	🏃🏽;persona corriendo: tono de piel medio;carrera|deporte|maratón|persona corriendo|persona corriendo: tono de piel medio|tono de piel medio
	🏃🏾;persona corriendo: tono de piel oscuro medio;carrera|deporte|maratón|persona corriendo|persona corriendo: tono de piel oscuro medio|tono de piel oscuro medio
	🏃🏿;persona corriendo: tono de piel oscuro;carrera|deporte|maratón|persona corriendo|persona corriendo: tono de piel oscuro|tono de piel oscuro
🏃‍♂️;hombre corriendo;carrera|correr|hombre|hombre corriendo|maratón
	🏃🏻‍♂️;hombre corriendo: tono de piel claro;carrera|correr|hombre|hombre corriendo|hombre corriendo: tono de piel claro|maratón|tono de piel claro
	🏃🏼‍♂️;hombre corriendo: tono de piel claro medio;carrera|correr|hombre|hombre corriendo|hombre corriendo: tono de piel claro medio|maratón|tono de piel claro medio
	🏃🏽‍♂️;hombre corriendo: tono de piel medio;carrera|correr|hombre|hombre corriendo|hombre corriendo: tono de piel medio|maratón|tono de piel medio
	🏃🏾‍♂️;hombre corriendo: tono de piel oscuro medio;carrera|correr|hombre|hombre corriendo|hombre corriendo: tono de piel oscuro medio|maratón|tono de piel oscuro medio
	🏃🏿‍♂️;hombre corriendo: tono de piel oscuro;carrera|correr|hombre|hombre corriendo|hombre corriendo: tono de piel oscuro|maratón|tono de piel oscuro
🏃‍♀️;mujer corriendo;carrera|correr|maratón|mujer|mujer corriendo
	🏃🏻‍♀️;mujer corriendo: tono de piel claro;carrera|correr|maratón|mujer|mujer corriendo|mujer corriendo: tono de piel claro|tono de piel claro
	🏃🏼‍♀️;mujer corriendo: tono de piel claro medio;carrera|correr|maratón|mujer|mujer corriendo|mujer corriendo: tono de piel claro medio|tono de piel claro medio
	🏃🏽‍♀️;mujer corriendo: tono de piel medio;carrera|correr|maratón|mujer|mujer corriendo|mujer corriendo: tono de piel medio|tono de piel medio
	🏃🏾‍♀️;mujer corriendo: tono de piel oscuro medio;carrera|correr|maratón|mujer|mujer corriendo|mujer corriendo: tono de piel oscuro medio|tono de piel oscuro medio
	🏃🏿‍♀️;mujer corriendo: tono de piel oscuro;carrera|correr|maratón|mujer|mujer corriendo|mujer corriendo: tono de piel oscuro|tono de piel oscuro
🏃‍➡️;persona corriendo hacia la derecha;carrera|deporte|maratón|persona corriendo|persona corriendo hacia la derecha
	🏃🏻‍➡️;persona corriendo hacia la derecha;carrera|deporte|maratón|persona corriendo|persona corriendo hacia la derecha
	🏃🏼‍➡️;persona corriendo hacia la derecha;carrera|deporte|maratón|persona corriendo|persona corriendo hacia la derecha
	🏃🏽‍➡️;persona corriendo hacia la derecha;carrera|deporte|maratón|persona corriendo|persona corriendo hacia la derecha
	🏃🏾‍➡️;persona corriendo hacia la derecha;carrera|deporte|maratón|persona corriendo|persona corriendo hacia la derecha
	🏃🏿‍➡️;persona corriendo hacia la derecha;carrera|deporte|maratón|persona corriendo|persona corriendo hacia la derecha
🏃‍♀️‍➡️;mujer corriendo hacia la derecha;carrera|correr|maratón|mujer|mujer corriendo|mujer corriendo hacia la derecha
	🏃🏻‍♀️‍➡️;mujer corriendo hacia la derecha;carrera|correr|maratón|mujer|mujer corriendo|mujer corriendo hacia la derecha
	🏃🏼‍♀️‍➡️;mujer corriendo hacia la derecha;carrera|correr|maratón|mujer|mujer corriendo|mujer corriendo hacia la derecha
	🏃🏽‍♀️‍➡️;mujer corriendo hacia la derecha;carrera|correr|maratón|mujer|mujer corriendo|mujer corriendo hacia la derecha
	🏃🏾‍♀️‍➡️;mujer corriendo hacia la derecha;carrera|correr|maratón|mujer|mujer corriendo|mujer corriendo hacia la derecha
	🏃🏿‍♀️‍➡️;mujer corriendo hacia la derecha;carrera|correr|maratón|mujer|mujer corriendo|mujer corriendo hacia la derecha
🏃‍♂️‍➡️;hombre corriendo hacia la derecha;carrera|correr|hombre|hombre corriendo|hombre corriendo hacia la derecha|maratón
	🏃🏻‍♂️‍➡️;hombre corriendo hacia la derecha;carrera|correr|hombre|hombre corriendo|hombre corriendo hacia la derecha|maratón
	🏃🏼‍♂️‍➡️;hombre corriendo hacia la derecha;carrera|correr|hombre|hombre corriendo|hombre corriendo hacia la derecha|maratón
	🏃🏽‍♂️‍➡️;hombre corriendo hacia la derecha;carrera|correr|hombre|hombre corriendo|hombre corriendo hacia la derecha|maratón
	🏃🏾‍♂️‍➡️;hombre corriendo hacia la derecha;carrera|correr|hombre|hombre corriendo|hombre corriendo hacia la derecha|maratón
	🏃🏿‍♂️‍➡️;hombre corriendo hacia la derecha;carrera|correr|hombre|hombre corriendo|hombre corriendo hacia la derecha|maratón
💃;mujer bailando;bailar|mujer|mujer bailando
	💃🏻;mujer bailando: tono de piel claro;bailar|mujer|mujer bailando|mujer bailando: tono de piel claro|tono de piel claro
	💃🏼;mujer bailando: tono de piel claro medio;bailar|mujer|mujer bailando|mujer bailando: tono de piel claro medio|tono de piel claro medio
	💃🏽;mujer bailando: tono de piel medio;bailar|mujer|mujer bailando|mujer bailando: tono de piel medio|tono de piel medio
	💃🏾;mujer bailando: tono de piel oscuro medio;bailar|mujer|mujer bailando|mujer bailando: tono de piel oscuro medio|tono de piel oscuro medio
	💃🏿;mujer bailando: tono de piel oscuro;bailar|mujer|mujer bailando|mujer bailando: tono de piel oscuro|tono de piel oscuro
🕺;hombre bailando;bailar|hombre|hombre bailando
	🕺🏻;hombre bailando: tono de piel claro;bailar|hombre|hombre bailando|hombre bailando: tono de piel claro|tono de piel claro
	🕺🏼;hombre bailando: tono de piel claro medio;bailar|hombre|hombre bailando|hombre bailando: tono de piel claro medio|tono de piel claro medio
	🕺🏽;hombre bailando: tono de piel medio;bailar|hombre|hombre bailando|hombre bailando: tono de piel medio|tono de piel medio
	🕺🏾;hombre bailando: tono de piel oscuro medio;bailar|hombre|hombre bailando|hombre bailando: tono de piel oscuro medio|tono de piel oscuro medio
	🕺🏿;hombre bailando: tono de piel oscuro;bailar|hombre|hombre bailando|hombre bailando: tono de piel oscuro|tono de piel oscuro
🕴️;persona trajeada levitando;levitar|negocios|persona|persona trajeada levitando|traje
	🕴🏻;persona trajeada levitando: tono de piel claro;levitar|negocios|persona|persona trajeada levitando|persona trajeada levitando: tono de piel claro|tono de piel claro|traje
	🕴🏼;persona trajeada levitando: tono de piel claro medio;levitar|negocios|persona|persona trajeada levitando|persona trajeada levitando: tono de piel claro medio|tono de piel claro medio|traje
	🕴🏽;persona trajeada levitando: tono de piel medio;levitar|negocios|persona|persona trajeada levitando|persona trajeada levitando: tono de piel medio|tono de piel medio|traje
	🕴🏾;persona trajeada levitando: tono de piel oscuro medio;levitar|negocios|persona|persona trajeada levitando|persona trajeada levitando: tono de piel oscuro medio|tono de piel oscuro medio|traje
	🕴🏿;persona trajeada levitando: tono de piel oscuro;levitar|negocios|persona|persona trajeada levitando|persona trajeada levitando: tono de piel oscuro|tono de piel oscuro|traje
👯;personas con orejas de conejo;bailar|fiesta|orejas de conejo|personas|personas con orejas de conejo
👯‍♂️;hombres con orejas de conejo;bailar|fiesta|hombre|hombres con orejas de conejo|orejas de conejo
👯‍♀️;mujeres con orejas de conejo;bailar|fiesta|mujer|mujeres con orejas de conejo|orejas de conejo
🧖;persona en una sauna;persona en una sauna|sauna|vapor
	🧖🏻;persona en una sauna: tono de piel claro;persona en una sauna|persona en una sauna: tono de piel claro|sauna|tono de piel claro|vapor
	🧖🏼;persona en una sauna: tono de piel claro medio;persona en una sauna|persona en una sauna: tono de piel claro medio|sauna|tono de piel claro medio|vapor
	🧖🏽;persona en una sauna: tono de piel medio;persona en una sauna|persona en una sauna: tono de piel medio|sauna|tono de piel medio|vapor
	🧖🏾;persona en una sauna: tono de piel oscuro medio;persona en una sauna|persona en una sauna: tono de piel oscuro medio|sauna|tono de piel oscuro medio|vapor
	🧖🏿;persona en una sauna: tono de piel oscuro;persona en una sauna|persona en una sauna: tono de piel oscuro|sauna|tono de piel oscuro|vapor
🧖‍♂️;hombre en una sauna;hombre en una sauna|sauna|vapor
	🧖🏻‍♂️;hombre en una sauna: tono de piel claro;hombre en una sauna|hombre en una sauna: tono de piel claro|sauna|tono de piel claro|vapor
	🧖🏼‍♂️;hombre en una sauna: tono de piel claro medio;hombre en una sauna|hombre en una sauna: tono de piel claro medio|sauna|tono de piel claro medio|vapor
	🧖🏽‍♂️;hombre en una sauna: tono de piel medio;hombre en una sauna|hombre en una sauna: tono de piel medio|sauna|tono de piel medio|vapor
	🧖🏾‍♂️;hombre en una sauna: tono de piel oscuro medio;hombre en una sauna|hombre en una sauna: tono de piel oscuro medio|sauna|tono de piel oscuro medio|vapor
	🧖🏿‍♂️;hombre en una sauna: tono de piel oscuro;hombre en una sauna|hombre en una sauna: tono de piel oscuro|sauna|tono de piel oscuro|vapor
🧖‍♀️;mujer en una sauna;mujer en una sauna|sauna|vapor
	🧖🏻‍♀️;mujer en una sauna: tono de piel claro;mujer en una sauna|mujer en una sauna: tono de piel claro|sauna|tono de piel claro|vapor
	🧖🏼‍♀️;mujer en una sauna: tono de piel claro medio;mujer en una sauna|mujer en una sauna: tono de piel claro medio|sauna|tono de piel claro medio|vapor
	🧖🏽‍♀️;mujer en una sauna: tono de piel medio;mujer en una sauna|mujer en una sauna: tono de piel medio|sauna|tono de piel medio|vapor
	🧖🏾‍♀️;mujer en una sauna: tono de piel oscuro medio;mujer en una sauna|mujer en una sauna: tono de piel oscuro medio|sauna|tono de piel oscuro medio|vapor
	🧖🏿‍♀️;mujer en una sauna: tono de piel oscuro;mujer en una sauna|mujer en una sauna: tono de piel oscuro|sauna|tono de piel oscuro|vapor
🧗;persona escalando;alpinista|escalador|persona escalando
	🧗🏻;persona escalando: tono de piel claro;alpinista|escalador|persona escalando|persona escalando: tono de piel claro|tono de piel claro
	🧗🏼;persona escalando: tono de piel claro medio;alpinista|escalador|persona escalando|persona escalando: tono de piel claro medio|tono de piel claro medio
	🧗🏽;persona escalando: tono de piel medio;alpinista|escalador|persona escalando|persona escalando: tono de piel medio|tono de piel medio
	🧗🏾;persona escalando: tono de piel oscuro medio;alpinista|escalador|persona escalando|persona escalando: tono de piel oscuro medio|tono de piel oscuro medio
	🧗🏿;persona escalando: tono de piel oscuro;alpinista|escalador|persona escalando|persona escalando: tono de piel oscuro|tono de piel oscuro
🧗‍♂️;hombre escalando;alpinista|escalador|hombre escalando
	🧗🏻‍♂️;hombre escalando: tono de piel claro;alpinista|escalador|hombre escalando|hombre escalando: tono de piel claro|tono de piel claro
	🧗🏼‍♂️;hombre escalando: tono de piel claro medio;alpinista|escalador|hombre escalando|hombre escalando: tono de piel claro medio|tono de piel claro medio
	🧗🏽‍♂️;hombre escalando: tono de piel medio;alpinista|escalador|hombre escalando|hombre escalando: tono de piel medio|tono de piel medio
	🧗🏾‍♂️;hombre escalando: tono de piel oscuro medio;alpinista|escalador|hombre escalando|hombre escalando: tono de piel oscuro medio|tono de piel oscuro medio
	🧗🏿‍♂️;hombre escalando: tono de piel oscuro;alpinista|escalador|hombre escalando|hombre escalando: tono de piel oscuro|tono de piel oscuro
🧗‍♀️;mujer escalando;alpinista|escaladora|mujer escalando
	🧗🏻‍♀️;mujer escalando: tono de piel claro;alpinista|escaladora|mujer escalando|mujer escalando: tono de piel claro|tono de piel claro
	🧗🏼‍♀️;mujer escalando: tono de piel claro medio;alpinista|escaladora|mujer escalando|mujer escalando: tono de piel claro medio|tono de piel claro medio
	🧗🏽‍♀️;mujer escalando: tono de piel medio;alpinista|escaladora|mujer escalando|mujer escalando: tono de piel medio|tono de piel medio
	🧗🏾‍♀️;mujer escalando: tono de piel oscuro medio;alpinista|escaladora|mujer escalando|mujer escalando: tono de piel oscuro medio|tono de piel oscuro medio
	🧗🏿‍♀️;mujer escalando: tono de piel oscuro;alpinista|escaladora|mujer escalando|mujer escalando: tono de piel oscuro|tono de piel oscuro
🤺;persona haciendo esgrima;esgrima|esgrimista|espada|persona haciendo esgrima
🏇;carrera de caballos;caballo|caballo de carreras|carrera de caballos|carreras|jinete
	🏇🏻;carrera de caballos: tono de piel claro;caballo|caballo de carreras|carrera de caballos|carrera de caballos: tono de piel claro|carreras|jinete|tono de piel claro
	🏇🏼;carrera de caballos: tono de piel claro medio;caballo|caballo de carreras|carrera de caballos|carrera de caballos: tono de piel claro medio|carreras|jinete|tono de piel claro medio
	🏇🏽;carrera de caballos: tono de piel medio;caballo|caballo de carreras|carrera de caballos|carrera de caballos: tono de piel medio|carreras|jinete|tono de piel medio
	🏇🏾;carrera de caballos: tono de piel oscuro medio;caballo|caballo de carreras|carrera de caballos|carrera de caballos: tono de piel oscuro medio|carreras|jinete|tono de piel oscuro medio
	🏇🏿;carrera de caballos: tono de piel oscuro;caballo|caballo de carreras|carrera de caballos|carrera de caballos: tono de piel oscuro|carreras|jinete|tono de piel oscuro
⛷️;persona esquiando;esquí|esquiador|nieve|persona esquiando
🏂;practicante de snowboard;nieve|practicante de snowboard|snowboard
	🏂🏻;practicante de snowboard: tono de piel claro;nieve|practicante de snowboard|practicante de snowboard: tono de piel claro|snowboard|tono de piel claro
	🏂🏼;practicante de snowboard: tono de piel claro medio;nieve|practicante de snowboard|practicante de snowboard: tono de piel claro medio|snowboard|tono de piel claro medio
	🏂🏽;practicante de snowboard: tono de piel medio;nieve|practicante de snowboard|practicante de snowboard: tono de piel medio|snowboard|tono de piel medio
	🏂🏾;practicante de snowboard: tono de piel oscuro medio;nieve|practicante de snowboard|practicante de snowboard: tono de piel oscuro medio|snowboard|tono de piel oscuro medio
	🏂🏿;practicante de snowboard: tono de piel oscuro;nieve|practicante de snowboard|practicante de snowboard: tono de piel oscuro|snowboard|tono de piel oscuro
🏌️;persona jugando al golf;golf|golfista|pelota|persona jugando al golf
	🏌🏻;persona jugando al golf: tono de piel claro;golf|golfista|pelota|persona jugando al golf|persona jugando al golf: tono de piel claro|tono de piel claro
	🏌🏼;persona jugando al golf: tono de piel claro medio;golf|golfista|pelota|persona jugando al golf|persona jugando al golf: tono de piel claro medio|tono de piel claro medio
	🏌🏽;persona jugando al golf: tono de piel medio;golf|golfista|pelota|persona jugando al golf|persona jugando al golf: tono de piel medio|tono de piel medio
	🏌🏾;persona jugando al golf: tono de piel oscuro medio;golf|golfista|pelota|persona jugando al golf|persona jugando al golf: tono de piel oscuro medio|tono de piel oscuro medio
	🏌🏿;persona jugando al golf: tono de piel oscuro;golf|golfista|pelota|persona jugando al golf|persona jugando al golf: tono de piel oscuro|tono de piel oscuro
🏌️‍♂️;hombre jugando al golf;golf|hombre|hombre jugando al golf|jugador
	🏌🏻‍♂️;hombre jugando al golf: tono de piel claro;golf|hombre|hombre jugando al golf|hombre jugando al golf: tono de piel claro|jugador|tono de piel claro
	🏌🏼‍♂️;hombre jugando al golf: tono de piel claro medio;golf|hombre|hombre jugando al golf|hombre jugando al golf: tono de piel claro medio|jugador|tono de piel claro medio
	🏌🏽‍♂️;hombre jugando al golf: tono de piel medio;golf|hombre|hombre jugando al golf|hombre jugando al golf: tono de piel medio|jugador|tono de piel medio
	🏌🏾‍♂️;hombre jugando al golf: tono de piel oscuro medio;golf|hombre|hombre jugando al golf|hombre jugando al golf: tono de piel oscuro medio|jugador|tono de piel oscuro medio
	🏌🏿‍♂️;hombre jugando al golf: tono de piel oscuro;golf|hombre|hombre jugando al golf|hombre jugando al golf: tono de piel oscuro|jugador|tono de piel oscuro
🏌️‍♀️;mujer jugando al golf;golf|jugadora|mujer|mujer jugando al golf
	🏌🏻‍♀️;mujer jugando al golf: tono de piel claro;golf|jugadora|mujer|mujer jugando al golf|mujer jugando al golf: tono de piel claro|tono de piel claro
	🏌🏼‍♀️;mujer jugando al golf: tono de piel claro medio;golf|jugadora|mujer|mujer jugando al golf|mujer jugando al golf: tono de piel claro medio|tono de piel claro medio
	🏌🏽‍♀️;mujer jugando al golf: tono de piel medio;golf|jugadora|mujer|mujer jugando al golf|mujer jugando al golf: tono de piel medio|tono de piel medio
	🏌🏾‍♀️;mujer jugando al golf: tono de piel oscuro medio;golf|jugadora|mujer|mujer jugando al golf|mujer jugando al golf: tono de piel oscuro medio|tono de piel oscuro medio
	🏌🏿‍♀️;mujer jugando al golf: tono de piel oscuro;golf|jugadora|mujer|mujer jugando al golf|mujer jugando al golf: tono de piel oscuro|tono de piel oscuro
🏄;persona haciendo surf;persona haciendo surf|surf|surfear
	🏄🏻;persona haciendo surf: tono de piel claro;persona haciendo surf|persona haciendo surf: tono de piel claro|surf|surfear|tono de piel claro
	🏄🏼;persona haciendo surf: tono de piel claro medio;persona haciendo surf|persona haciendo surf: tono de piel claro medio|surf|surfear|tono de piel claro medio
	🏄🏽;persona haciendo surf: tono de piel medio;persona haciendo surf|persona haciendo surf: tono de piel medio|surf|surfear|tono de piel medio
	🏄🏾;persona haciendo surf: tono de piel oscuro medio;persona haciendo surf|persona haciendo surf: tono de piel oscuro medio|surf|surfear|tono de piel oscuro medio
	🏄🏿;persona haciendo surf: tono de piel oscuro;persona haciendo surf|persona haciendo surf: tono de piel oscuro|surf|surfear|tono de piel oscuro
🏄‍♂️;hombre haciendo surf;hombre|hombre haciendo surf|surf|surfero|surfista
	🏄🏻‍♂️;hombre haciendo surf: tono de piel claro;hombre|hombre haciendo surf|hombre haciendo surf: tono de piel claro|surf|surfero|surfista|tono de piel claro
	🏄🏼‍♂️;hombre haciendo surf: tono de piel claro medio;hombre|hombre haciendo surf|hombre haciendo surf: tono de piel claro medio|surf|surfero|surfista|tono de piel claro medio
	🏄🏽‍♂️;hombre haciendo surf: tono de piel medio;hombre|hombre haciendo surf|hombre haciendo surf: tono de piel medio|surf|surfero|surfista|tono de piel medio
	🏄🏾‍♂️;hombre haciendo surf: tono de piel oscuro medio;hombre|hombre haciendo surf|hombre haciendo surf: tono de piel oscuro medio|surf|surfero|surfista|tono de piel oscuro medio
	🏄🏿‍♂️;hombre haciendo surf: tono de piel oscuro;hombre|hombre haciendo surf|hombre haciendo surf: tono de piel oscuro|surf|surfero|surfista|tono de piel oscuro
🏄‍♀️;mujer haciendo surf;mujer|mujer haciendo surf|surf|surfera|surfista
	🏄🏻‍♀️;mujer haciendo surf: tono de piel claro;mujer|mujer haciendo surf|mujer haciendo surf: tono de piel claro|surf|surfera|surfista|tono de piel claro
	🏄🏼‍♀️;mujer haciendo surf: tono de piel claro medio;mujer|mujer haciendo surf|mujer haciendo surf: tono de piel claro medio|surf|surfera|surfista|tono de piel claro medio
	🏄🏽‍♀️;mujer haciendo surf: tono de piel medio;mujer|mujer haciendo surf|mujer haciendo surf: tono de piel medio|surf|surfera|surfista|tono de piel medio
	🏄🏾‍♀️;mujer haciendo surf: tono de piel oscuro medio;mujer|mujer haciendo surf|mujer haciendo surf: tono de piel oscuro medio|surf|surfera|surfista|tono de piel oscuro medio
	🏄🏿‍♀️;mujer haciendo surf: tono de piel oscuro;mujer|mujer haciendo surf|mujer haciendo surf: tono de piel oscuro|surf|surfera|surfista|tono de piel oscuro
🚣;persona remando en un bote;barca|bote|persona remando en un bote|remo
	🚣🏻;persona remando en un bote: tono de piel claro;barca|bote|persona remando en un bote|persona remando en un bote: tono de piel claro|remo|tono de piel claro
	🚣🏼;persona remando en un bote: tono de piel claro medio;barca|bote|persona remando en un bote|persona remando en un bote: tono de piel claro medio|remo|tono de piel claro medio
	🚣🏽;persona remando en un bote: tono de piel medio;barca|bote|persona remando en un bote|persona remando en un bote: tono de piel medio|remo|tono de piel medio
	🚣🏾;persona remando en un bote: tono de piel oscuro medio;barca|bote|persona remando en un bote|persona remando en un bote: tono de piel oscuro medio|remo|tono de piel oscuro medio
	🚣🏿;persona remando en un bote: tono de piel oscuro;barca|bote|persona remando en un bote|persona remando en un bote: tono de piel oscuro|remo|tono de piel oscuro
🚣‍♂️;hombre remando en un bote;barca|bote|hombre|hombre remando en un bote|remo
	🚣🏻‍♂️;hombre remando en un bote: tono de piel claro;barca|bote|hombre|hombre remando en un bote|hombre remando en un bote: tono de piel claro|remo|tono de piel claro
	🚣🏼‍♂️;hombre remando en un bote: tono de piel claro medio;barca|bote|hombre|hombre remando en un bote|hombre remando en un bote: tono de piel claro medio|remo|tono de piel claro medio
	🚣🏽‍♂️;hombre remando en un bote: tono de piel medio;barca|bote|hombre|hombre remando en un bote|hombre remando en un bote: tono de piel medio|remo|tono de piel medio
	🚣🏾‍♂️;hombre remando en un bote: tono de piel oscuro medio;barca|bote|hombre|hombre remando en un bote|hombre remando en un bote: tono de piel oscuro medio|remo|tono de piel oscuro medio
	🚣🏿‍♂️;hombre remando en un bote: tono de piel oscuro;barca|bote|hombre|hombre remando en un bote|hombre remando en un bote: tono de piel oscuro|remo|tono de piel oscuro
🚣‍♀️;mujer remando en un bote;barca|bote|mujer|mujer remando en un bote|remo
	🚣🏻‍♀️;mujer remando en un bote: tono de piel claro;barca|bote|mujer|mujer remando en un bote|mujer remando en un bote: tono de piel claro|remo|tono de piel claro
	🚣🏼‍♀️;mujer remando en un bote: tono de piel claro medio;barca|bote|mujer|mujer remando en un bote|mujer remando en un bote: tono de piel claro medio|remo|tono de piel claro medio
	🚣🏽‍♀️;mujer remando en un bote: tono de piel medio;barca|bote|mujer|mujer remando en un bote|mujer remando en un bote: tono de piel medio|remo|tono de piel medio
	🚣🏾‍♀️;mujer remando en un bote: tono de piel oscuro medio;barca|bote|mujer|mujer remando en un bote|mujer remando en un bote: tono de piel oscuro medio|remo|tono de piel oscuro medio
	🚣🏿‍♀️;mujer remando en un bote: tono de piel oscuro;barca|bote|mujer|mujer remando en un bote|mujer remando en un bote: tono de piel oscuro|remo|tono de piel oscuro
🏊;persona nadando;nadar|natación|persona nadando
	🏊🏻;persona nadando: tono de piel claro;nadar|natación|persona nadando|persona nadando: tono de piel claro|tono de piel claro
	🏊🏼;persona nadando: tono de piel claro medio;nadar|natación|persona nadando|persona nadando: tono de piel claro medio|tono de piel claro medio
	🏊🏽;persona nadando: tono de piel medio;nadar|natación|persona nadando|persona nadando: tono de piel medio|tono de piel medio
	🏊🏾;persona nadando: tono de piel oscuro medio;nadar|natación|persona nadando|persona nadando: tono de piel oscuro medio|tono de piel oscuro medio
	🏊🏿;persona nadando: tono de piel oscuro;nadar|natación|persona nadando|persona nadando: tono de piel oscuro|tono de piel oscuro
🏊‍♂️;hombre nadando;hombre|hombre nadando|nadar
	🏊🏻‍♂️;hombre nadando: tono de piel claro;hombre|hombre nadando|hombre nadando: tono de piel claro|nadar|tono de piel claro
	🏊🏼‍♂️;hombre nadando: tono de piel claro medio;hombre|hombre nadando|hombre nadando: tono de piel claro medio|nadar|tono de piel claro medio
	🏊🏽‍♂️;hombre nadando: tono de piel medio;hombre|hombre nadando|hombre nadando: tono de piel medio|nadar|tono de piel medio
	🏊🏾‍♂️;hombre nadando: tono de piel oscuro medio;hombre|hombre nadando|hombre nadando: tono de piel oscuro medio|nadar|tono de piel oscuro medio
	🏊🏿‍♂️;hombre nadando: tono de piel oscuro;hombre|hombre nadando|hombre nadando: tono de piel oscuro|nadar|tono de piel oscuro
🏊‍♀️;mujer nadando;mujer|mujer nadando|nadar
	🏊🏻‍♀️;mujer nadando: tono de piel claro;mujer|mujer nadando|mujer nadando: tono de piel claro|nadar|tono de piel claro
	🏊🏼‍♀️;mujer nadando: tono de piel claro medio;mujer|mujer nadando|mujer nadando: tono de piel claro medio|nadar|tono de piel claro medio
	🏊🏽‍♀️;mujer nadando: tono de piel medio;mujer|mujer nadando|mujer nadando: tono de piel medio|nadar|tono de piel medio
	🏊🏾‍♀️;mujer nadando: tono de piel oscuro medio;mujer|mujer nadando|mujer nadando: tono de piel oscuro medio|nadar|tono de piel oscuro medio
	🏊🏿‍♀️;mujer nadando: tono de piel oscuro;mujer|mujer nadando|mujer nadando: tono de piel oscuro|nadar|tono de piel oscuro
⛹️;persona botando un balón;balón|botar|pelota|persona botando un balón
	⛹🏻;persona botando un balón: tono de piel claro;balón|botar|pelota|persona botando un balón|persona botando un balón: tono de piel claro|tono de piel claro
