# Auto-generated by emojicon.py using CLDR v45
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;faccina con un gran sorriso;faccina|faccina che sogghigna|faccina con un gran sorriso|risata|sogghignare
	🧑🏻‍🦯;persona con bastone di orientamento: carnagione chiara;accessibilità|carnagione chiara|cecità|persona con bastone di orientamento|persona con bastone di orientamento: carnagione chiara
	🧑🏼‍🦯;persona con bastone di orientamento: carnagione abbastanza chiara;accessibilità|carnagione abbastanza chiara|cecità|persona con bastone di orientamento|persona con bastone di orientamento: carnagione abbastanza chiara
	🧑🏽‍🦯;persona con bastone di orientamento: carnagione olivastra;accessibilità|carnagione olivastra|cecità|persona con bastone di orientamento|persona con bastone di orientamento: carnagione olivastra
	🧑🏾‍🦯;persona con bastone di orientamento: carnagione abbastanza scura;accessibilità|carnagione abbastanza scura|cecità|persona con bastone di orientamento|persona con bastone di orientamento: carnagione abbastanza scura
	🧑🏿‍🦯;persona con bastone di orientamento: carnagione scura;accessibilità|carnagione scura|cecità|persona con bastone di orientamento|persona con bastone di orientamento: carnagione scura
🧑‍🦯‍➡️;persona con bastone di orientamento a destra;accessibilità|cecità|persona con bastone di orientamento|persona con bastone di orientamento a destra
	🧑🏻‍🦯‍➡️;persona con bastone di orientamento a destra;accessibilità|cecità|persona con bastone di orientamento|persona con bastone di orientamento a destra
	🧑🏼‍🦯‍➡️;persona con bastone di orientamento a destra;accessibilità|cecità|persona con bastone di orientamento|persona con bastone di orientamento a destra
	🧑🏽‍🦯‍➡️;persona con bastone di orientamento a destra;accessibilità|cecità|persona con bastone di orientamento|persona con bastone di orientamento a destra
	🧑🏾‍🦯‍➡️;persona con bastone di orientamento a destra;accessibilità|cecità|persona con bastone di orientamento|persona con bastone di orientamento a destra
	🧑🏿‍🦯‍➡️;persona con bastone di orientamento a destra;accessibilità|cecità|persona con bastone di orientamento|persona con bastone di orientamento a destra
👨‍🦯;uomo con bastone bianco di orientamento;accessibilità|ipovedente|ipovedenti|non vedente|non vedenti|uomo|uomo con bastone bianco di orientamento
	👨🏻‍🦯;uomo con bastone bianco di orientamento: carnagione chiara;accessibilità|carnagione chiara|ipovedente|ipovedenti|non vedente|non vedenti|uomo|uomo con bastone bianco di orientamento|uomo con bastone bianco di orientamento: carnagione chiara
	👨🏼‍🦯;uomo con bastone bianco di orientamento: carnagione abbastanza chiara;accessibilità|carnagione abbastanza chiara|ipovedente|ipovedenti|non vedente|non vedenti|uomo|uomo con bastone bianco di orientamento|uomo con bastone bianco di orientamento: carnagione abbastanza chiara
	👨🏽‍🦯;uomo con bastone bianco di orientamento: carnagione olivastra;accessibilità|carnagione olivastra|ipovedente|ipovedenti|non vedente|non vedenti|uomo|uomo con bastone bianco di orientamento|uomo con bastone bianco di orientamento: carnagione olivastra
	👨🏾‍🦯;uomo con bastone bianco di orientamento: carnagione abbastanza scura;accessibilità|carnagione abbastanza scura|ipovedente|ipovedenti|non vedente|non vedenti|uomo|uomo con bastone bianco di orientamento|uomo con bastone bianco di orientamento: carnagione abbastanza scura
	👨🏿‍🦯;uomo con bastone bianco di orientamento: carnagione scura;accessibilità|carnagione scura|ipovedente|ipovedenti|non vedente|non vedenti|uomo|uomo con bastone bianco di orientamento|uomo con bastone bianco di orientamento: carnagione scura
👨‍🦯‍➡️;uomo con bastone bianco di orientamento a destra;accessibilità|ipovedente|ipovedenti|non vedente|non vedenti|uomo|uomo con bastone bianco di orientamento|uomo con bastone bianco di orientamento a destra
	👨🏻‍🦯‍➡️;uomo con bastone bianco di orientamento a destra;accessibilità|ipovedente|ipovedenti|non vedente|non vedenti|uomo|uomo con bastone bianco di orientamento|uomo con bastone bianco di orientamento a destra
	👨🏼‍🦯‍➡️;uomo con bastone bianco di orientamento a destra;accessibilità|ipovedente|ipovedenti|non vedente|non vedenti|uomo|uomo con bastone bianco di orientamento|uomo con bastone bianco di orientamento a destra
	👨🏽‍🦯‍➡️;uomo con bastone bianco di orientamento a destra;accessibilità|ipovedente|ipovedenti|non vedente|non vedenti|uomo|uomo con bastone bianco di orientamento|uomo con bastone bianco di orientamento a destra
	👨🏾‍🦯‍➡️;uomo con bastone bianco di orientamento a destra;accessibilità|ipovedente|ipovedenti|non vedente|non vedenti|uomo|uomo con bastone bianco di orientamento|uomo con bastone bianco di orientamento a destra
	👨🏿‍🦯‍➡️;uomo con bastone bianco di orientamento a destra;accessibilità|ipovedente|ipovedenti|non vedente|non vedenti|uomo|uomo con bastone bianco di orientamento|uomo con bastone bianco di orientamento a destra
👩‍🦯;donna con bastone bianco di orientamento;accessibilità|donna|donna con bastone bianco di orientamento|ipovedente|ipovedenti|non vedente|non vedenti
	👩🏻‍🦯;donna con bastone bianco di orientamento: carnagione chiara;accessibilità|carnagione chiara|donna|donna con bastone bianco di orientamento|donna con bastone bianco di orientamento: carnagione chiara|ipovedente|ipovedenti|non vedente|non vedenti
	👩🏼‍🦯;donna con bastone bianco di orientamento: carnagione abbastanza chiara;accessibilità|carnagione abbastanza chiara|donna|donna con bastone bianco di orientamento|donna con bastone bianco di orientamento: carnagione abbastanza chiara|ipovedente|ipovedenti|non vedente|non vedenti
	👩🏽‍🦯;donna con bastone bianco di orientamento: carnagione olivastra;accessibilità|carnagione olivastra|donna|donna con bastone bianco di orientamento|donna con bastone bianco di orientamento: carnagione olivastra|ipovedente|ipovedenti|non vedente|non vedenti
	👩🏾‍🦯;donna con bastone bianco di orientamento: carnagione abbastanza scura;accessibilità|carnagione abbastanza scura|donna|donna con bastone bianco di orientamento|donna con bastone bianco di orientamento: carnagione abbastanza scura|ipovedente|ipovedenti|non vedente|non vedenti
	👩🏿‍🦯;donna con bastone bianco di orientamento: carnagione scura;accessibilità|carnagione scura|donna|donna con bastone bianco di orientamento|donna con bastone bianco di orientamento: carnagione scura|ipovedente|ipovedenti|non vedente|non vedenti
👩‍🦯‍➡️;donna con bastone bianco di orientamento a destra;accessibilità|donna|donna con bastone bianco di orientamento|donna con bastone bianco di orientamento a destra|ipovedente|ipovedenti|non vedente|non vedenti
	👩🏻‍🦯‍➡️;donna con bastone bianco di orientamento a destra;accessibilità|donna|donna con bastone bianco di orientamento|donna con bastone bianco di orientamento a destra|ipovedente|ipovedenti|non vedente|non vedenti
	👩🏼‍🦯‍➡️;donna con bastone bianco di orientamento a destra;accessibilità|donna|donna con bastone bianco di orientamento|donna con bastone bianco di orientamento a destra|ipovedente|ipovedenti|non vedente|non vedenti
	👩🏽‍🦯‍➡️;donna con bastone bianco di orientamento a destra;accessibilità|donna|donna con bastone bianco di orientamento|donna con bastone bianco di orientamento a destra|ipovedente|ipovedenti|non vedente|non vedenti
	👩🏾‍🦯‍➡️;donna con bastone bianco di orientamento a destra;accessibilità|donna|donna con bastone bianco di orientamento|donna con bastone bianco di orientamento a destra|ipovedente|ipovedenti|non vedente|non vedenti
	👩🏿‍🦯‍➡️;donna con bastone bianco di orientamento a destra;accessibilità|donna|donna con bastone bianco di orientamento|donna con bastone bianco di orientamento a destra|ipovedente|ipovedenti|non vedente|non vedenti
🧑‍🦼;persona su sedia a rotelle motorizzata;accessibilità|persona su sedia a rotelle motorizzata|sedia a rotelle
	🧑🏻‍🦼;persona su sedia a rotelle motorizzata: carnagione chiara;accessibilità|carnagione chiara|persona su sedia a rotelle motorizzata|persona su sedia a rotelle motorizzata: carnagione chiara|sedia a rotelle
	🧑🏼‍🦼;persona su sedia a rotelle motorizzata: carnagione abbastanza chiara;accessibilità|carnagione abbastanza chiara|persona su sedia a rotelle motorizzata|persona su sedia a rotelle motorizzata: carnagione abbastanza chiara|sedia a rotelle
	🧑🏽‍🦼;persona su sedia a rotelle motorizzata: carnagione olivastra;accessibilità|carnagione olivastra|persona su sedia a rotelle motorizzata|persona su sedia a rotelle motorizzata: carnagione olivastra|sedia a rotelle
	🧑🏾‍🦼;persona su sedia a rotelle motorizzata: carnagione abbastanza scura;accessibilità|carnagione abbastanza scura|persona su sedia a rotelle motorizzata|persona su sedia a rotelle motorizzata: carnagione abbastanza scura|sedia a rotelle
	🧑🏿‍🦼;persona su sedia a rotelle motorizzata: carnagione scura;accessibilità|carnagione scura|persona su sedia a rotelle motorizzata|persona su sedia a rotelle motorizzata: carnagione scura|sedia a rotelle
🧑‍🦼‍➡️;persona su sedia a rotelle motorizzata a destra;accessibilità|persona su sedia a rotelle motorizzata|persona su sedia a rotelle motorizzata a destra|sedia a rotelle
	🧑🏻‍🦼‍➡️;persona su sedia a rotelle motorizzata a destra;accessibilità|persona su sedia a rotelle motorizzata|persona su sedia a rotelle motorizzata a destra|sedia a rotelle
	🧑🏼‍🦼‍➡️;persona su sedia a rotelle motorizzata a destra;accessibilità|persona su sedia a rotelle motorizzata|persona su sedia a rotelle motorizzata a destra|sedia a rotelle
	🧑🏽‍🦼‍➡️;persona su sedia a rotelle motorizzata a destra;accessibilità|persona su sedia a rotelle motorizzata|persona su sedia a rotelle motorizzata a destra|sedia a rotelle
	🧑🏾‍🦼‍➡️;persona su sedia a rotelle motorizzata a destra;accessibilità|persona su sedia a rotelle motorizzata|persona su sedia a rotelle motorizzata a destra|sedia a rotelle
	🧑🏿‍🦼‍➡️;persona su sedia a rotelle motorizzata a destra;accessibilità|persona su sedia a rotelle motorizzata|persona su sedia a rotelle motorizzata a destra|sedia a rotelle
👨‍🦼;uomo su sedia a rotelle motorizzata;accessibilità|uomo in carrozzina|uomo in sedia a rotelle|uomo su sedia a rotelle motorizzata
	👨🏻‍🦼;uomo su sedia a rotelle motorizzata: carnagione chiara;accessibilità|carnagione chiara|uomo in carrozzina|uomo in sedia a rotelle|uomo su sedia a rotelle motorizzata|uomo su sedia a rotelle motorizzata: carnagione chiara
	👨🏼‍🦼;uomo su sedia a rotelle motorizzata: carnagione abbastanza chiara;accessibilità|carnagione abbastanza chiara|uomo in carrozzina|uomo in sedia a rotelle|uomo su sedia a rotelle motorizzata|uomo su sedia a rotelle motorizzata: carnagione abbastanza chiara
	👨🏽‍🦼;uomo su sedia a rotelle motorizzata: carnagione olivastra;accessibilità|carnagione olivastra|uomo in carrozzina|uomo in sedia a rotelle|uomo su sedia a rotelle motorizzata|uomo su sedia a rotelle motorizzata: carnagione olivastra
	👨🏾‍🦼;uomo su sedia a rotelle motorizzata: carnagione abbastanza scura;accessibilità|carnagione abbastanza scura|uomo in carrozzina|uomo in sedia a rotelle|uomo su sedia a rotelle motorizzata|uomo su sedia a rotelle motorizzata: carnagione abbastanza scura
	👨🏿‍🦼;uomo su sedia a rotelle motorizzata: carnagione scura;accessibilità|carnagione scura|uomo in carrozzina|uomo in sedia a rotelle|uomo su sedia a rotelle motorizzata|uomo su sedia a rotelle motorizzata: carnagione scura
👨‍🦼‍➡️;uomo su sedia a rotelle motorizzata a destra;accessibilità|uomo in carrozzina|uomo in sedia a rotelle|uomo su sedia a rotelle motorizzata|uomo su sedia a rotelle motorizzata a destra
	👨🏻‍🦼‍➡️;uomo su sedia a rotelle motorizzata a destra;accessibilità|uomo in carrozzina|uomo in sedia a rotelle|uomo su sedia a rotelle motorizzata|uomo su sedia a rotelle motorizzata a destra
	👨🏼‍🦼‍➡️;uomo su sedia a rotelle motorizzata a destra;accessibilità|uomo in carrozzina|uomo in sedia a rotelle|uomo su sedia a rotelle motorizzata|uomo su sedia a rotelle motorizzata a destra
	👨🏽‍🦼‍➡️;uomo su sedia a rotelle motorizzata a destra;accessibilità|uomo in carrozzina|uomo in sedia a rotelle|uomo su sedia a rotelle motorizzata|uomo su sedia a rotelle motorizzata a destra
	👨🏾‍🦼‍➡️;uomo su sedia a rotelle motorizzata a destra;accessibilità|uomo in carrozzina|uomo in sedia a rotelle|uomo su sedia a rotelle motorizzata|uomo su sedia a rotelle motorizzata a destra
	👨🏿‍🦼‍➡️;uomo su sedia a rotelle motorizzata a destra;accessibilità|uomo in carrozzina|uomo in sedia a rotelle|uomo su sedia a rotelle motorizzata|uomo su sedia a rotelle motorizzata a destra
👩‍🦼;donna su sedia a rotelle motorizzata;accessibilità|donna in carrozzina|donna in sedia a rotelle|donna su sedia a rotelle motorizzata
	👩🏻‍🦼;donna su sedia a rotelle motorizzata: carnagione chiara;accessibilità|carnagione chiara|donna in carrozzina|donna in sedia a rotelle|donna su sedia a rotelle motorizzata|donna su sedia a rotelle motorizzata: carnagione chiara
	👩🏼‍🦼;donna su sedia a rotelle motorizzata: carnagione abbastanza chiara;accessibilità|carnagione abbastanza chiara|donna in carrozzina|donna in sedia a rotelle|donna su sedia a rotelle motorizzata|donna su sedia a rotelle motorizzata: carnagione abbastanza chiara
	👩🏽‍🦼;donna su sedia a rotelle motorizzata: carnagione olivastra;accessibilità|carnagione olivastra|donna in carrozzina|donna in sedia a rotelle|donna su sedia a rotelle motorizzata|donna su sedia a rotelle motorizzata: carnagione olivastra
	👩🏾‍🦼;donna su sedia a rotelle motorizzata: carnagione abbastanza scura;accessibilità|carnagione abbastanza scura|donna in carrozzina|donna in sedia a rotelle|donna su sedia a rotelle motorizzata|donna su sedia a rotelle motorizzata: carnagione abbastanza scura
	👩🏿‍🦼;donna su sedia a rotelle motorizzata: carnagione scura;accessibilità|carnagione scura|donna in carrozzina|donna in sedia a rotelle|donna su sedia a rotelle motorizzata|donna su sedia a rotelle motorizzata: carnagione scura
👩‍🦼‍➡️;donna su sedia a rotelle motorizzata a destra;accessibilità|donna in carrozzina|donna in sedia a rotelle|donna su sedia a rotelle motorizzata|donna su sedia a rotelle motorizzata a destra
	👩🏻‍🦼‍➡️;donna su sedia a rotelle motorizzata a destra;accessibilità|donna in carrozzina|donna in sedia a rotelle|donna su sedia a rotelle motorizzata|donna su sedia a rotelle motorizzata a destra
	👩🏼‍🦼‍➡️;donna su sedia a rotelle motorizzata a destra;accessibilità|donna in carrozzina|donna in sedia a rotelle|donna su sedia a rotelle motorizzata|donna su sedia a rotelle motorizzata a destra
	👩🏽‍🦼‍➡️;donna su sedia a rotelle motorizzata a destra;accessibilità|donna in carrozzina|donna in sedia a rotelle|donna su sedia a rotelle motorizzata|donna su sedia a rotelle motorizzata a destra
	👩🏾‍🦼‍➡️;donna su sedia a rotelle motorizzata a destra;accessibilità|donna in carrozzina|donna in sedia a rotelle|donna su sedia a rotelle motorizzata|donna su sedia a rotelle motorizzata a destra
	👩🏿‍🦼‍➡️;donna su sedia a rotelle motorizzata a destra;accessibilità|donna in carrozzina|donna in sedia a rotelle|donna su sedia a rotelle motorizzata|donna su sedia a rotelle motorizzata a destra
🧑‍🦽;persona su sedia a rotelle manuale;accessibilità|persona su sedia a rotelle manuale|sedia a rotelle
	🧑🏻‍🦽;persona su sedia a rotelle manuale: carnagione chiara;accessibilità|carnagione chiara|persona su sedia a rotelle manuale|persona su sedia a rotelle manuale: carnagione chiara|sedia a rotelle
	🧑🏼‍🦽;persona su sedia a rotelle manuale: carnagione abbastanza chiara;accessibilità|carnagione abbastanza chiara|persona su sedia a rotelle manuale|persona su sedia a rotelle manuale: carnagione abbastanza chiara|sedia a rotelle
	🧑🏽‍🦽;persona su sedia a rotelle manuale: carnagione olivastra;accessibilità|carnagione olivastra|persona su sedia a rotelle manuale|persona su sedia a rotelle manuale: carnagione olivastra|sedia a rotelle
	🧑🏾‍🦽;persona su sedia a rotelle manuale: carnagione abbastanza scura;accessibilità|carnagione abbastanza scura|persona su sedia a rotelle manuale|persona su sedia a rotelle manuale: carnagione abbastanza scura|sedia a rotelle
	🧑🏿‍🦽;persona su sedia a rotelle manuale: carnagione scura;accessibilità|carnagione scura|persona su sedia a rotelle manuale|persona su sedia a rotelle manuale: carnagione scura|sedia a rotelle
🧑‍🦽‍➡️;persona su sedia a rotelle manuale a destra;accessibilità|persona su sedia a rotelle manuale|persona su sedia a rotelle manuale a destra|sedia a rotelle
	🧑🏻‍🦽‍➡️;persona su sedia a rotelle manuale a destra;accessibilità|persona su sedia a rotelle manuale|persona su sedia a rotelle manuale a destra|sedia a rotelle
	🧑🏼‍🦽‍➡️;persona su sedia a rotelle manuale a destra;accessibilità|persona su sedia a rotelle manuale|persona su sedia a rotelle manuale a destra|sedia a rotelle
	🧑🏽‍🦽‍➡️;persona su sedia a rotelle manuale a destra;accessibilità|persona su sedia a rotelle manuale|persona su sedia a rotelle manuale a destra|sedia a rotelle
	🧑🏾‍🦽‍➡️;persona su sedia a rotelle manuale a destra;accessibilità|persona su sedia a rotelle manuale|persona su sedia a rotelle manuale a destra|sedia a rotelle
	🧑🏿‍🦽‍➡️;persona su sedia a rotelle manuale a destra;accessibilità|persona su sedia a rotelle manuale|persona su sedia a rotelle manuale a destra|sedia a rotelle
👨‍🦽;uomo su sedia a rotelle manuale;accessibilità|uomo in carrozzina|uomo in sedia a rotelle|uomo su sedia a rotelle manuale
	👨🏻‍🦽;uomo su sedia a rotelle manuale: carnagione chiara;accessibilità|carnagione chiara|uomo in carrozzina|uomo in sedia a rotelle|uomo su sedia a rotelle manuale|uomo su sedia a rotelle manuale: carnagione chiara
	👨🏼‍🦽;uomo su sedia a rotelle manuale: carnagione abbastanza chiara;accessibilità|carnagione abbastanza chiara|uomo in carrozzina|uomo in sedia a rotelle|uomo su sedia a rotelle manuale|uomo su sedia a rotelle manuale: carnagione abbastanza chiara
	👨🏽‍🦽;uomo su sedia a rotelle manuale: carnagione olivastra;accessibilità|carnagione olivastra|uomo in carrozzina|uomo in sedia a rotelle|uomo su sedia a rotelle manuale|uomo su sedia a rotelle manuale: carnagione olivastra
	👨🏾‍🦽;uomo su sedia a rotelle manuale: carnagione abbastanza scura;accessibilità|carnagione abbastanza scura|uomo in carrozzina|uomo in sedia a rotelle|uomo su sedia a rotelle manuale|uomo su sedia a rotelle manuale: carnagione abbastanza scura
	👨🏿‍🦽;uomo su sedia a rotelle manuale: carnagione scura;accessibilità|carnagione scura|uomo in carrozzina|uomo in sedia a rotelle|uomo su sedia a rotelle manuale|uomo su sedia a rotelle manuale: carnagione scura
👨‍🦽‍➡️;uomo su sedia a rotelle manuale a destra;accessibilità|uomo in carrozzina|uomo in sedia a rotelle|uomo su sedia a rotelle manuale|uomo su sedia a rotelle manuale a destra
	👨🏻‍🦽‍➡️;uomo su sedia a rotelle manuale a destra;accessibilità|uomo in carrozzina|uomo in sedia a rotelle|uomo su sedia a rotelle manuale|uomo su sedia a rotelle manuale a destra
	👨🏼‍🦽‍➡️;uomo su sedia a rotelle manuale a destra;accessibilità|uomo in carrozzina|uomo in sedia a rotelle|uomo su sedia a rotelle manuale|uomo su sedia a rotelle manuale a destra
	👨🏽‍🦽‍➡️;uomo su sedia a rotelle manuale a destra;accessibilità|uomo in carrozzina|uomo in sedia a rotelle|uomo su sedia a rotelle manuale|uomo su sedia a rotelle manuale a destra
	👨🏾‍🦽‍➡️;uomo su sedia a rotelle manuale a destra;accessibilità|uomo in carrozzina|uomo in sedia a rotelle|uomo su sedia a rotelle manuale|uomo su sedia a rotelle manuale a destra
	👨🏿‍🦽‍➡️;uomo su sedia a rotelle manuale a destra;accessibilità|uomo in carrozzina|uomo in sedia a rotelle|uomo su sedia a rotelle manuale|uomo su sedia a rotelle manuale a destra
👩‍🦽;donna su sedia a rotelle manuale;accessibilità|donna in carrozzina|donna in sedia a rotelle|donna su sedia a rotelle manuale
	👩🏻‍🦽;donna su sedia a rotelle manuale: carnagione chiara;accessibilità|carnagione chiara|donna in carrozzina|donna in sedia a rotelle|donna su sedia a rotelle manuale|donna su sedia a rotelle manuale: carnagione chiara
	👩🏼‍🦽;donna su sedia a rotelle manuale: carnagione abbastanza chiara;accessibilità|carnagione abbastanza chiara|donna in carrozzina|donna in sedia a rotelle|donna su sedia a rotelle manuale|donna su sedia a rotelle manuale: carnagione abbastanza chiara
	👩🏽‍🦽;donna su sedia a rotelle manuale: carnagione olivastra;accessibilità|carnagione olivastra|donna in carrozzina|donna in sedia a rotelle|donna su sedia a rotelle manuale|donna su sedia a rotelle manuale: carnagione olivastra
	👩🏾‍🦽;donna su sedia a rotelle manuale: carnagione abbastanza scura;accessibilità|carnagione abbastanza scura|donna in carrozzina|donna in sedia a rotelle|donna su sedia a rotelle manuale|donna su sedia a rotelle manuale: carnagione abbastanza scura
	👩🏿‍🦽;donna su sedia a rotelle manuale: carnagione scura;accessibilità|carnagione scura|donna in carrozzina|donna in sedia a rotelle|donna su sedia a rotelle manuale|donna su sedia a rotelle manuale: carnagione scura
👩‍🦽‍➡️;donna su sedia a rotelle manuale a destra;accessibilità|donna in carrozzina|donna in sedia a rotelle|donna su sedia a rotelle manuale|donna su sedia a rotelle manuale a destra
	👩🏻‍🦽‍➡️;donna su sedia a rotelle manuale a destra;accessibilità|donna in carrozzina|donna in sedia a rotelle|donna su sedia a rotelle manuale|donna su sedia a rotelle manuale a destra
	👩🏼‍🦽‍➡️;donna su sedia a rotelle manuale a destra;accessibilità|donna in carrozzina|donna in sedia a rotelle|donna su sedia a rotelle manuale|donna su sedia a rotelle manuale a destra
	👩🏽‍🦽‍➡️;donna su sedia a rotelle manuale a destra;accessibilità|donna in carrozzina|donna in sedia a rotelle|donna su sedia a rotelle manuale|donna su sedia a rotelle manuale a destra
	👩🏾‍🦽‍➡️;donna su sedia a rotelle manuale a destra;accessibilità|donna in carrozzina|donna in sedia a rotelle|donna su sedia a rotelle manuale|donna su sedia a rotelle manuale a destra
	👩🏿‍🦽‍➡️;donna su sedia a rotelle manuale a destra;accessibilità|donna in carrozzina|donna in sedia a rotelle|donna su sedia a rotelle manuale|donna su sedia a rotelle manuale a destra
🏃;persona che corre;corsa|maratona|persona che corre|sport
	🏃🏻;persona che corre: carnagione chiara;carnagione chiara|corsa|maratona|persona che corre|persona che corre: carnagione chiara|sport
	🏃🏼;persona che corre: carnagione abbastanza chiara;carnagione abbastanza chiara|corsa|maratona|persona che corre|persona che corre: carnagione abbastanza chiara|sport
	🏃🏽;persona che corre: carnagione olivastra;carnagione olivastra|corsa|maratona|persona che corre|persona che corre: carnagione olivastra|sport
	🏃🏾;persona che corre: carnagione abbastanza scura;carnagione abbastanza scura|corsa|maratona|persona che corre|persona che corre: carnagione abbastanza scura|sport
	🏃🏿;persona che corre: carnagione scura;carnagione scura|corsa|maratona|persona che corre|persona che corre: carnagione scura|sport
🏃‍♂️;uomo che corre;correre|corsa|sport|uomo|uomo che corre
	🏃🏻‍♂️;uomo che corre: carnagione chiara;carnagione chiara|correre|corsa|sport|uomo|uomo che corre|uomo che corre: carnagione chiara
	🏃🏼‍♂️;uomo che corre: carnagione abbastanza chiara;carnagione abbastanza chiara|correre|corsa|sport|uomo|uomo che corre|uomo che corre: carnagione abbastanza chiara
	🏃🏽‍♂️;uomo che corre: carnagione olivastra;carnagione olivastra|correre|corsa|sport|uomo|uomo che corre|uomo che corre: carnagione olivastra
	🏃🏾‍♂️;uomo che corre: carnagione abbastanza scura;carnagione abbastanza scura|correre|corsa|sport|uomo|uomo che corre|uomo che corre: carnagione abbastanza scura
	🏃🏿‍♂️;uomo che corre: carnagione scura;carnagione scura|correre|corsa|sport|uomo|uomo che corre|uomo che corre: carnagione scura
🏃‍♀️;donna che corre;correre|corsa|donna|donna che corre|sport
	🏃🏻‍♀️;donna che corre: carnagione chiara;carnagione chiara|correre|corsa|donna|donna che corre|donna che corre: carnagione chiara|sport
	🏃🏼‍♀️;donna che corre: carnagione abbastanza chiara;carnagione abbastanza chiara|correre|corsa|donna|donna che corre|donna che corre: carnagione abbastanza chiara|sport
	🏃🏽‍♀️;donna che corre: carnagione olivastra;carnagione olivastra|correre|corsa|donna|donna che corre|donna che corre: carnagione olivastra|sport
	🏃🏾‍♀️;donna che corre: carnagione abbastanza scura;carnagione abbastanza scura|correre|corsa|donna|donna che corre|donna che corre: carnagione abbastanza scura|sport
	🏃🏿‍♀️;donna che corre: carnagione scura;carnagione scura|correre|corsa|donna|donna che corre|donna che corre: carnagione scura|sport
🏃‍➡️;persona che corre a destra;corsa|maratona|persona che corre|persona che corre a destra|sport
	🏃🏻‍➡️;persona che corre a destra;corsa|maratona|persona che corre|persona che corre a destra|sport
	🏃🏼‍➡️;persona che corre a destra;corsa|maratona|persona che corre|persona che corre a destra|sport
	🏃🏽‍➡️;persona che corre a destra;corsa|maratona|persona che corre|persona che corre a destra|sport
	🏃🏾‍➡️;persona che corre a destra;corsa|maratona|persona che corre|persona che corre a destra|sport
	🏃🏿‍➡️;persona che corre a destra;corsa|maratona|persona che corre|persona che corre a destra|sport
🏃‍♀️‍➡️;donna che corre a destra;correre|corsa|donna|donna che corre|donna che corre a destra|sport
	🏃🏻‍♀️‍➡️;donna che corre a destra;correre|corsa|donna|donna che corre|donna che corre a destra|sport
	🏃🏼‍♀️‍➡️;donna che corre a destra;correre|corsa|donna|donna che corre|donna che corre a destra|sport
	🏃🏽‍♀️‍➡️;donna che corre a destra;correre|corsa|donna|donna che corre|donna che corre a destra|sport
	🏃🏾‍♀️‍➡️;donna che corre a destra;correre|corsa|donna|donna che corre|donna che corre a destra|sport
	🏃🏿‍♀️‍➡️;donna che corre a destra;correre|corsa|donna|donna che corre|donna che corre a destra|sport
🏃‍♂️‍➡️;uomo che corre a destra;correre|corsa|sport|uomo|uomo che corre|uomo che corre a destra
	🏃🏻‍♂️‍➡️;uomo che corre a destra;correre|corsa|sport|uomo|uomo che corre|uomo che corre a destra
	🏃🏼‍♂️‍➡️;uomo che corre a destra;correre|corsa|sport|uomo|uomo che corre|uomo che corre a destra
	🏃🏽‍♂️‍➡️;uomo che corre a destra;correre|corsa|sport|uomo|uomo che corre|uomo che corre a destra
	🏃🏾‍♂️‍➡️;uomo che corre a destra;correre|corsa|sport|uomo|uomo che corre|uomo che corre a destra
	🏃🏿‍♂️‍➡️;uomo che corre a destra;correre|corsa|sport|uomo|uomo che corre|uomo che corre a destra
💃;donna che balla;ballare|donna|donna che balla
	💃🏻;donna che balla: carnagione chiara;ballare|carnagione chiara|donna|donna che balla|donna che balla: carnagione chiara
	💃🏼;donna che balla: carnagione abbastanza chiara;ballare|carnagione abbastanza chiara|donna|donna che balla|donna che balla: carnagione abbastanza chiara
	💃🏽;donna che balla: carnagione olivastra;ballare|carnagione olivastra|donna|donna che balla|donna che balla: carnagione olivastra
	💃🏾;donna che balla: carnagione abbastanza scura;ballare|carnagione abbastanza scura|donna|donna che balla|donna che balla: carnagione abbastanza scura
	💃🏿;donna che balla: carnagione scura;ballare|carnagione scura|donna|donna che balla|donna che balla: carnagione scura
🕺;uomo che balla;ballare|uomo|uomo che balla
	🕺🏻;uomo che balla: carnagione chiara;ballare|carnagione chiara|uomo|uomo che balla|uomo che balla: carnagione chiara
	🕺🏼;uomo che balla: carnagione abbastanza chiara;ballare|carnagione abbastanza chiara|uomo|uomo che balla|uomo che balla: carnagione abbastanza chiara
	🕺🏽;uomo che balla: carnagione olivastra;ballare|carnagione olivastra|uomo|uomo che balla|uomo che balla: carnagione olivastra
	🕺🏾;uomo che balla: carnagione abbastanza scura;ballare|carnagione abbastanza scura|uomo|uomo che balla|uomo che balla: carnagione abbastanza scura
	🕺🏿;uomo che balla: carnagione scura;ballare|carnagione scura|uomo|uomo che balla|uomo che balla: carnagione scura
🕴️;uomo con completo che levita;uomo|uomo con completo che levita|uomo elegante che levita|vestito elegante
	🕴🏻;uomo con completo che levita: carnagione chiara;carnagione chiara|uomo|uomo con completo che levita|uomo con completo che levita: carnagione chiara|uomo elegante che levita|vestito elegante
	🕴🏼;uomo con completo che levita: carnagione abbastanza chiara;carnagione abbastanza chiara|uomo|uomo con completo che levita|uomo con completo che levita: carnagione abbastanza chiara|uomo elegante che levita|vestito elegante
	🕴🏽;uomo con completo che levita: carnagione olivastra;carnagione olivastra|uomo|uomo con completo che levita|uomo con completo che levita: carnagione olivastra|uomo elegante che levita|vestito elegante
